code,name,industry,match
000158,常山北明,行业应用软件,local_extdata
000908,石药景峰,化学制剂,local_extdata
002693,双成药业,其他生物制药,local_extdata
002700,万憬能源,燃气,local_extdata
300779,惠城环保,固废治理,local_extdata
301061,匠心家居,家具,local_extdata
301259,艾布鲁,水治理,local_extdata
600418,江淮汽车,商用载货车,local_extdata
600550,保变电气,输变电设备,local_extdata
603007,顺景科技,园林工程,local_extdata
603699,纽威股份,机械基础件,local_extdata
605117,德业股份,光伏逆变器,local_extdata
688090,瑞松科技,机器人,local_extdata
688399,硕世生物,诊断试剂,local_extdata
688408,中信博,光伏辅材,local_extdata
